MG,Count
OccasionsGive-ThankYou-end,3
People-Adults-end,3
People-American-end,2
People-Employee-end,6
People-Moms-SoccerMoms-end,10
Personal-Protection-end,10
Personal-Safety-end,2
Personal-Security-end,4
PersonalWeight-Skinny-end,4
Pretty-end,4
Quality-Absorbent-end,5
Quality-Freedom-end,3
Quality-Peace-end,2
Quality-Support-end,6
RealEstate-Location-end,4
RealEstate-Property-end,2
RealEstate-PropertyDevelopment-end,2
RealEstate-RealEstateListings-RentalListings-ApartmentRentals-end,2
RealEstate-RelocationHouseholdMoving-MovingTruckVanRental-end,4
RealEstate-RelocationHouseholdMoving-StorageRentalServices-end,6
Recommendation-end,6
RetailersGeneralMerchandise-end,4
RetailersGeneralMerchandise-Returns-end,4
RetailersGeneralMerchandise-Store-end,3
Seasons-end,4
Seasons-Fall-end,3
Seasons-Seasonal-end,3
Seasons-Seasonal-Weather-end,2
Seasons-Seasonal-Weather-Rain-end,6
Seasons-SeasonalDrinks-Eggnog-end,2
Seasons-Spring-end,5
Seasons-Summer-end,3
Seasons-Temperature-Cold-end,3
Seasons-Winter-end,4
Seasons-Winter-Snow-end,6
Socializing-Antisocial-end,2
SportsFitness-BoatingWaterRecreation-Fishing-end,2
SportsFitness-BoatingWaterRecreation-ScubaDiving-end,5
SportsFitness-Fit-end,2
SportsFitness-Fitness-end,2
SportsFitness-Fitness-FitnessEquipmentAccessories-ExerciseMats-end,2
SportsFitness-Fitness-FitnessEquipmentAccessories-FitnessWeightTrainingMachines-end,21
SportsFitness-Fitness-FitnessEquipmentAccessories-FitnessWeightTrainingMachines-ElipticalMachines-end,6
SportsFitness-Fitness-FitnessEquipmentAccessories-FitnessWeightTrainingMachines-Treadmills-end,4
SportsFitness-Fitness-FitnessEquipmentAccessories-WeightTrainingAccessories-end,6
SportsFitness-Fitness-Gyms-end,4
SportsFitness-Fitness-GymsGymMemberships-end,2
SportsFitness-Fitness-PersonalTraining-end,4
SportsFitness-Fitness-YogaPilates-end,8
SportsFitness-Practice-end,4
SportsFitness-SportingGoods-end,2
SportsFitness-SportingGoods-ArcheryEquipment-BowHunting-end,9
SportsFitness-SportingGoods-ExtremeSportsEquipment-end,2
SportsFitness-SportingGoods-GolfEquipment-GolfBalls-end,2
SportsFitness-SportingGoods-GolfEquipment-GolfClubs-end,2
SportsFitness-SportingGoods-GolfEquipment-GolfTees-end,2
SportsFitness-SportingGoods-HuntingShootingEquipment-end,23
SportsFitness-SportingGoods-LacrosseEquipment-end,10
SportsFitness-SportingGoods-SkateboardingEquipment-SkateboardsSkateboardComponents-end,5
SportsFitness-SportingGoods-SportsUniforms-end,11
SportsFitness-SportingGoods-WinterSportsEquipment-end,5
SportsFitness-SportingGoods-WinterSportsEquipment-SkiingEquipment-end,5
SportsFitness-SportingGoods-WinterSportsEquipment-SkiingEquipment-Skis-end,2
SportsFitness-SportingGoods-WinterSportsEquipment-SkiingEquipment-SkiSnowboardHelmets-end,8
SportsFitness-SportingGoods-WinterSportsEquipment-SnowboardingGear-end,3
SportsFitness-SportingGoods-WinterSportsEquipment-SnowSleds-end,3
SportsFitness-Sports-end,4
SportsFitness-Sports-AmericanFootball-end,13
SportsFitness-Sports-AmericanFootball-ExtraPointFieldGoal-end,4
SportsFitness-Sports-AmericanFootball-FantasyFootball-end,3
SportsFitness-Sports-AmericanFootball-GameDay-end,3
SportsFitness-Sports-AmericanFootball-Kickoff-end,3
SportsFitness-Sports-AmericanFootball-MondayNightFootball-end,2
SportsFitness-Sports-AmericanFootball-NCAAF-end,3
SportsFitness-Sports-AmericanFootball-NCAAF-Big12-end,2
SportsFitness-Sports-AmericanFootball-NCAAF-BigTen-end,2
SportsFitness-Sports-AmericanFootball-NCAAF-SEC-end,2
SportsFitness-Sports-AmericanFootball-NFL-end,3
SportsFitness-Sports-AmericanFootball-NFL-Teams-end,31
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Chiefs-end,6
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Cowboys-end,4
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Falcons-end,4
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Packers-end,7
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Patriots-end,7
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Seahawks-end,4
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Steelers-end,4
SportsFitness-Sports-AmericanFootball-NFLPlayoffStars2017-Texans-end,8
SportsFitness-Sports-AmericanFootball-Punt-end,4
SportsFitness-Sports-AmericanFootball-SundayNightFootball-end,1
SportsFitness-Sports-AmericanFootball-SuperBowl-end,28
SportsFitness-Sports-AmericanFootball-Thanksgiving-TurkeyBowl-end,3
SportsFitness-Sports-AmericanFootball-ThursdayNightFootball-end,1
SportsFitness-Sports-Athlete-end,4
SportsFitness-Sports-Baseball-end,3
SportsFitness-Sports-Baseball-BaseballTeams-end,14
SportsFitness-Sports-Basketball-end,3
SportsFitness-Sports-Basketball-Teams-end,12
SportsFitness-Sports-BodyBuilding-end,4
SportsFitness-Sports-Bowling-end,1
SportsFitness-Sports-ByeWeek-end,2
SportsFitness-Sports-Cardio-end,1
SportsFitness-Sports-Cheerleading-end,3
SportsFitness-Sports-Coach-end,4
SportsFitness-Sports-CollegeSports-end,5
SportsFitness-Sports-CombatSports-Boxing-end,6
SportsFitness-Sports-Competitor-end,6
SportsFitness-Sports-Cricket-end,1
SportsFitness-Sports-Cycling-end,4
SportsFitness-Sports-Defense-end,3
SportsFitness-Sports-Draft-end,2
SportsFitness-Sports-ExtremeSports-end,2
SportsFitness-Sports-Golf-end,6
SportsFitness-Sports-Gymnastics-end,5
SportsFitness-Sports-Handball-end,2
SportsFitness-Sports-Hockey-end,2
SportsFitness-Sports-HuntingShooting-end,7
SportsFitness-Sports-MotorSports-end,2
SportsFitness-Sports-Offense-end,3
SportsFitness-Sports-Player-end,2
SportsFitness-Sports-Playoffs-end,2
SportsFitness-Sports-Referee-end,2
SportsFitness-Sports-Rodeo-end,2
SportsFitness-Sports-Rugby-end,1
SportsFitness-Sports-RunningWalking-end,14
SportsFitness-Sports-RunningWalking-Endurance-end,4
SportsFitness-Sports-SkateSports-end,7
SportsFitness-Sports-Soccer-end,3
SportsFitness-Sports-SurfingWindsurfing-end,8
SportsFitness-Sports-SwimmingAquaticSports-end,5
SportsFitness-Sports-Tennis-end,1
SportsFitness-Sports-TrackField-end,2
SportsFitness-Sports-Volleyball-end,2
SportsFitness-Sports-WeightLifting-end,6
SportsFitness-Sports-Win-end,9
SportsFitness-Sports-WinterSports-IceSkating-end,6
SportsFitness-Sports-WinterSports-Skiing-end,4
SportsFitness-Sports-WinterSports-Snowboarding-end,5
SportsFitness-Sports-WorldSportsEvents-Olympics-end,2
SportsFitness-SportsInstructionCoaching-end,4
SportsFitness-SportsInstructionCoaching-DanceClassesLessons-end,5
SportsFitness-SportsInstructionCoaching-GymnasticsLessonsClasses-end,5
SportsFitness-SportsInstructionCoaching-HorsebackRidingLessons-end,2
SportsFitness-SportsInstructionCoaching-SwimLessonsAquaticFitnessInstruction-end,9
SportsFitness-WorkoutAndExercise-Exercise-end,4
SportsFitness-WorkoutAndExercise-Exercise-BulkUp-end,14
SportsFitness-WorkoutAndExercise-Exercise-Hydrate-end,4
SportsFitness-WorkoutAndExercise-Exercise-Tone-end,3
SportsFitness-WorkoutAndExercise-Workout-end,4
Technology-end,8
Technology-Machine-end,4
Time-end,2
Time-PartsOfDay-Afternoon-end,3
Time-PartsOfDay-Morning-end,3
Time-PartsOfDay-Night-end,4
Time-Saving-end,6
Time-Speed-Fast-end,7
Time-Speed-Fast-Quick-end,3
Time-Speed-Fast-Speedy-end,6
Time-Speed-Slow-end,7
Together-end,2
Travel-TouristAttractionsDestinations-Miami-end,1
TravelTourism-Accommodations-end,3
TravelTourism-Accommodations-AccommodationPackages-end,2
TravelTourism-Accommodations-BedAndBreakfast-end,6
TravelTourism-Accommodations-Hostel-end,2
TravelTourism-Accommodations-HotelsMotelsResorts-ExtendedStayHotelsMotels-end,2
TravelTourism-Accommodations-HotelsMotelsResorts-Hotels-end,5
TravelTourism-Accommodations-HotelsMotelsResorts-Motels-end,3
TravelTourism-Accommodations-HotelsMotelsResorts-Resorts-end,3
TravelTourism-Accommodations-HouseSwapsHomeExchanges-end,2
TravelTourism-Accommodations-VacationRentals-end,4
TravelTourism-Accommodations-VacationRentals-VillaRentals-end,2
TravelTourism-AirTravel-end,5
TravelTourism-AirTravel-AirCharterCharterJetServices-end,3
TravelTourism-AirTravel-AirlineTicketsFaresFlights-end,6
TravelTourism-AirTravel-AirlineTicketsFaresFlights-FirstBusinessClassAirfaresFlights-end,3
TravelTourism-AirTravel-AirlineTicketsFaresFlights-Flights-end,5
TravelTourism-CruisesCruiseServices-end,4
TravelTourism-LastMinuteTravel-end,2
TravelTourism-LastMinuteTravel-LastMinuteAirfaresFlights-end,4
TravelTourism-LuggageTravelAccessories-Luggage-end,2
TravelTourism-LuggageTravelAccessories-Luggage-CarryOnBags-end,4
TravelTourism-LuggageTravelAccessories-Luggage-MakeUpBags-end,6
TravelTourism-LuggageTravelAccessories-Luggage-RollingLuggage-end,4
TravelTourism-LuggageTravelAccessories-Luggage-Suitcases-end,4
TravelTourism-LuxuryTravel-end,4
TravelTourism-Packing-end,8
TravelTourism-SpecialtyTravel-end,3
TravelTourism-SpecialtyTravel-AdventureTravel-end,5
TravelTourism-SpecialtyTravel-CouplesTravelHoneymoons-end,7
TravelTourism-SpecialtyTravel-FamilyVacationsTravel-end,2
TravelTourism-TouristAttractionsDestinations-BeachesIslands-end,12
TravelTourism-TouristAttractionsDestinations-LakesRivers-end,7
TravelTourism-TouristAttractionsDestinations-Libraries-end,2
TravelTourism-TouristAttractionsDestinations-Museums-end,2
TravelTourism-TouristAttractionsDestinations-NYC-end,12
TravelTourism-TouristAttractionsDestinations-RegionalParksGardens-end,2
TravelTourism-TouristAttractionsDestinations-ThemeParks-end,2
TravelTourism-TouristAttractionsDestinations-WinterTravelDestinations-end,2
TravelTourism-TouristAttractionsDestinations-ZoosAquariums-Aquariums-end,2
TravelTourism-TouristAttractionsDestinations-ZoosAquariums-Zoos-end,2
TravelTourism-Tourists-end,7
TravelTourism-TransportationExcursions-CarpoolingRidesharing-end,4
TravelTourism-TransportationExcursions-CarRentalServices-end,4
TravelTourism-TransportationExcursions-CarRentalServices-Europe-end,4
TravelTourism-TransportationExcursions-Commute-end,3
TravelTourism-TransportationExcursions-Commute-Subway-end,2
TravelTourism-TravelBooking-end,5
TravelTourism-TravelBookingServices-end,4
TravelTourism-TravelDocuments-end,4
TravelTourism-VacationPackages-end,4
Vehicles-end,2
Vehicles-Automobile-end,4
Vehicles-BoatsWatercraft-FishingBoats-end,3
Vehicles-BoatsWatercraft-Kayaks-end,4
Vehicles-BoatsWatercraft-Rafts-end,7
Vehicles-BoatsWatercraft-RowBoatsCanoes-end,7
Vehicles-BoatsWatercraft-Sailboats-end,7
Vehicles-BoatsWatercraft-SpeedboatsMotorboats-end,4
Vehicles-BoatsWatercraft-Yachts-end,4
Vehicles-MotorVehicles-end,2
Vehicles-MotorVehicles-CampersRVs-end,7
Vehicles-MotorVehicles-CampersRVs-Motorhomes-end,2
Vehicles-MotorVehicles-CampersRVs-PopUpCampers-end,2
Vehicles-MotorVehicles-CampersRVs-TravelTrailers-end,4
Vehicles-MotorVehicles-CarsTrucks-end,4
Vehicles-MotorVehicles-CarsTrucks-4Door-end,8
Vehicles-MotorVehicles-CarsTrucks-4WD-end,7
Vehicles-MotorVehicles-CarsTrucks-AWD-end,7
Vehicles-MotorVehicles-CarsTrucks-Buggy-end,4
Vehicles-MotorVehicles-CarsTrucks-Cabriolet-end,2
Vehicles-MotorVehicles-CarsTrucks-CarCleaningProducts-end,22
Vehicles-MotorVehicles-carsTrucks-Compact-end,2
Vehicles-MotorVehicles-CarsTrucks-Convertibles-end,6
Vehicles-MotorVehicles-CarsTrucks-Coupes-end,6
Vehicles-MotorVehicles-CarsTrucks-Crossovers-end,6
Vehicles-MotorVehicles-CarsTrucks-CUV-end,3
Vehicles-MotorVehicles-CarsTrucks-Delivery-end,13
Vehicles-MotorVehicles-carsTrucks-EfficiencyMPG-end,11
Vehicles-MotorVehicles-CarsTrucks-electric-end,2
Vehicles-MotorVehicles-carsTrucks-FamilyCar-end,4
Vehicles-MotorVehicles-carsTrucks-FullSize-end,6
Vehicles-MotorVehicles-CarsTrucks-Gas-end,5
Vehicles-MotorVehicles-CarsTrucks-Hatchbacks-end,6
Vehicles-MotorVehicles-CarsTrucks-Horsepower-end,4
Vehicles-MotorVehicles-CarsTrucks-HybridAlternativeVehicles-end,6
Vehicles-MotorVehicles-CarsTrucks-LuxuryCars-end,4
Vehicles-MotorVehicles-carsTrucks-Maintenance-end,5
Vehicles-MotorVehicles-CarsTrucks-MicrocarsCityCars-end,4
Vehicles-MotorVehicles-CarsTrucks-Midsized-end,4
Vehicles-MotorVehicles-CarsTrucks-miles-end,4
Vehicles-MotorVehicles-CarsTrucks-Muscle-end,4
Vehicles-MotorVehicles-CarsTrucks-New-end,4
Vehicles-MotorVehicles-CarsTrucks-PickUpTrucks-end,2
Vehicles-MotorVehicles-CarsTrucks-Sedans-end,6
Vehicles-MotorVehicles-CarsTrucks-Shipping-end,9
Vehicles-MotorVehicles-CarsTrucks-SportsCars-end,4
Vehicles-MotorVehicles-CarsTrucks-StationWagons-end,2
Vehicles-MotorVehicles-CarsTrucks-Subcompact-end,2
Vehicles-MotorVehicles-CarsTrucks-SuperCar-end,2
Vehicles-MotorVehicles-CarsTrucks-SUVs-end,2
Vehicles-MotorVehicles-CarsTrucks-Turbo-end,3
Vehicles-MotorVehicles-CarsTrucks-VansMinivans-end,4
Vehicles-MotorVehicles-CommercialVehicles-end,2
Vehicles-MotorVehicles-DMV-end,3
Vehicles-MotorVehicles-Drivers-end,6
Vehicles-MotorVehicles-EuropeanManufacturer-end,6
Vehicles-MotorVehicles-Motorcycles-end,4
Vehicles-MotorVehicles-OffRoadVehicles-end,4
Vehicles-MotorVehicles-OffRoadVehicles-ATVs-end,4
Vehicles-MotorVehicles-OffRoadVehicles-DirtBikes-end,4
Vehicles-MotorVehicles-OffRoadVehicles-DuneBuggies-end,2
Vehicles-MotorVehicles-OffRoadVehicles-GoKarts-end,4
Vehicles-MotorVehicles-OffRoadVehicles-Snowmobiles-end,2
Vehicles-MotorVehicles-Owned-end,10
Vehicles-MotorVehicles-Perofrmance-end,6
Vehicles-MotorVehicles-ScootersMopeds-end,6
Vehicles-MotorVehicles-Services-end,4
Vehicles-MotorVehicles-UsedMotorVehicles-end,6
Vehicles-PersonalAirplanesAircraft-end,16
Vehicles-PersonalAirplanesAircraft-Flying-end,8
Vehicles-Racing-end,4
Vehicles-ReplacementCarParts-end,6
Vehicles-VehicleDealers-CarDealers-end,8
Vehicles-VehiclePartsAccessories-CarPartsAccessories-Airbag-end,4
Vehicles-VehiclePartsAccessories-CarPartsAccessories-CarCovers-end,2
Vehicles-VehiclePartsAccessories-CarPartsAccessories-CarEmergencyKitsSupplies-end,2
Vehicles-VehiclePartsAccessories-CarPartsAccessories-CarMats-end,2
Vehicles-VehiclePartsAccessories-CarPartsAccessories-CarSunShields-end,3
Vehicles-VehiclePartsAccessories-CarPartsAccessories-Recall-end,3
Vehicles-VehiclePartsAccessories-CarPartsAccessories-ReplacementCarParts-end,2
Vehicles-VehiclePartsAccessories-CarPartsAccessories-Transmission-end,2
Vehicles-VehiclePartsAccessories-Engine-end,2
Vehicles-VehicleRepairMaintenance-OilChanges-end,2
Vehicles-VehicleRepairMaintenance-TuneUps-end,2
Vehicles-VehicleTowing-end,4
Vehicles-VehicleWindowTinting-end,4
